Identyfikator,Temat,Status,Projekt,Priorytet,Plik 1,Plik 2,Pliki inne,Data zgłoszenia
0005729,Brak możliwości zmiany rodzaju wypełnienia elementu dowolnego z zaznaczoną opcją płytki z dokumentacji,przypisany,dokumentacja,normalny,,,,2023-04-12
0005811,Brak możliwości scrolowania listy czcionek dla dolnych komórek tabeli,przypisany,dokumentacja,normalny,,,,2023-04-27
0005845,Wymiary symboli są oddalone od samych symboli.,przypisany,dokumentacja,normalny,,,,2023-05-09
0005846,Brak ujednolicenia przy ukrywaniu i odkrywaniu warstwy symboli.,przypisany,dokumentacja,normalny,,,,2023-05-09
0005853,umieszczanie rysunków szczegółów z icada,nowy,dokumentacja,normalny,,,,2023-05-10
0005882,Dopasowanie pola jest aktywne po ponownym wejściu do dokumentacji dla wielu elementów,przypisany,dokumentacja,normalny,,,,2023-05-17
0005915,Tworzenie szablonów całej dokumentacji,nowy,dokumentacja,normalny,,,,2023-05-23
0005916,"Rozkładanie rzutu na dwie strony, 10-11",nowy,dokumentacja,normalny,,,,2023-05-23
0005923,Różnice w wyglądzie cokołu w 4cadzie i dokumentacji,przypisany,dokumentacja,normalny,,,,2023-05-24
0006010,Zwiększenie ograniczenia wysokości przekroju na rysunku technicznym,nowy,dokumentacja,niski,,,,2023-06-01
0006044,Brak możliwości wykonania kładu na wszystkich ścianach,przypisany,dokumentacja,normalny,,,,2023-06-07
0006082,Przenikanie tekstur mimo nienachodzących na siebie powierzchni,przypisany,dokumentacja,normalny,,,,2023-06-13
0006142,Funkcja odległość od obiektu dla linii wymiarowej nie działa prawidłowo,przypisany,dokumentacja,wysoki,,,,2023-06-20
0006143,Funkcja odległość od obiektu dla linii wymiarowej nie działa na kształtach,przypisany,dokumentacja,normalny,,,,2023-06-20
0006163,Możliwość edycji grubości linii wymiarowej,nowy,dokumentacja,normalny,,,,2023-06-22
0006215,Możliwość usuwania w dokumentacji niepotrzebnych linii modelu,nowy,dokumentacja,normalny,,,,2023-07-04
0006230,Tworzenie kilku dokumentacji do jednego projektu.,nowy,dokumentacja,normalny,,,,2023-07-06
0006303,Textbox przysłania kształty przy tworzeniu symbolu,przypisany,dokumentacja,normalny,,,,2023-07-24
0006310,Po zmianie wysokości przekroju znika kreskowanie ścian,przypisany,dokumentacja,normalny,,,,2023-07-25
0006311,"dodatkowy obrys drzwi jeżeli ustawiony UCS inny niż x,y,z",przypisany,dokumentacja,normalny,,,,2023-07-25
0006322,Możliwość dodania tekstury na wyrysowanych kształtach,nowy,dokumentacja,normalny,,,,2023-07-28
0006337,obszar roboczy dokumentacji nachodzi na prawy panel narzędziowy,przypisany,dokumentacja,normalny,,,,2023-08-01
0006338,Kartka dubluje się tworząc artefakty w oknie dokumentacji,przypisany,dokumentacja,normalny,,,,2023-08-01
0006341,Tabelka może przysłaniać listę stron w Spisie treści,nowy,dokumentacja,normalny,,,,2023-08-01
0006408,"Inny wymiar drzwi w module, środowisku i dokumentacji",przypisany,dokumentacja,wysoki,,,,2023-08-16
0006409,Niewidoczny podgląd rysunku technicznego na kładach,przypisany,dokumentacja,normalny,,,,2023-08-16
0006433,brak zróżnicowania nazw warstw elementów dowolnych dodanych z poziomu ich rysowania,przypisany,dokumentacja,normalny,,,,2023-08-21
0006528,"błąd w funkcji ""dodaj pojedynczo"" dla tabeli",przypisany,dokumentacja,niski,,,,2023-09-04
0006622,Zarysy obiektów z sąsiadujących ścian w kładzie na ścianę,przypisany,dokumentacja,normalny,,,,2023-09-21
0006645,Edycja np. linii zmieniam kolor - użycie przycisku Anuluj ustawia kolor jednej z wybranych linii,przypisany,dokumentacja,wysoki,,,,2023-09-29
0006670,naniesienie zmian w blatach nie aktualizuje rysunków blatów,przypisany,dokumentacja,normalny,,,,2023-10-10
0006671,niewidoczne profile blatów (zaoblenia/ ścięcia),przypisany,dokumentacja,normalny,,,,2023-10-10
0006707,Propozcycję od dealera,nowy,dokumentacja,normalny,,,,2023-10-25
0006723,Pobieranie aktualnej daty w dokumentacji,nowy,dokumentacja,normalny,,,,2023-10-31
0006736,Niepoprawne kodowanie znaków diakrytycznych kopiowanych z pdf,przypisany,dokumentacja,normalny,,,,2023-11-06
0006737,dodanie edycji/ zarządzania legendą przyłączy,nowy,dokumentacja,wysoki,,,,2023-11-06
0006740,Odległość linii pomocniczej na kładach nie działa poprawnie,przypisany,dokumentacja,normalny,,,,2023-11-06
0006787,W kładach robionych z dwóch punktów brakuje linii podłogi i sufitu,przypisany,dokumentacja,normalny,,,,2023-11-21
0006853,Możliwość nanoszenia wymiarów oraz kształtów na stronie rysunek zbiorczy,nowy,dokumentacja,żaden,,,,2023-12-04
0006892,"Legenda zmienia pozycję przy kopiowaniu strony, jeżeli jej domyślna pozycja została zmieniona",przypisany,dokumentacja,normalny,,,,2023-12-13
0006930,Dodanie znaku wodnego w dokumentacji,nowy,dokumentacja,normalny,,,,2023-12-28
0006946,Możliwość edycji wybranego stylu linii,nowy,dokumentacja,normalny,,,,2024-01-04
0007023,w konkretnym projekcie - zdublowane znaczniki i pozycje szafek w tabeli,przypisany,dokumentacja,normalny,,,,2024-01-29
0007040,Legenda szafek rozjechała się na konkretnym projekcie,zawieszony,dokumentacja,normalny,,,,2024-02-07
0007047,Ukrywanie płaszczyzn przekroju nie działa poprawnie,przypisany,dokumentacja,normalny,,,,2024-02-08
0007083,Utracona dokumentacja w konkretnym projekcie klienta,przypisany,dokumentacja,pilny,,,,2024-02-16
0007087,Nieintuicyjna numeracja szafek kuchennych,przypisany,dokumentacja,wysoki,,,,2024-02-16
0007093,Potrzebne chwytanie półek przez szybką linię wymiarową,nowy,dokumentacja,normalny,,,,2024-02-19
0007162,"Użycie ctrl + z po przesunięciu znacznika powierzchni podłogi powoduje, że m2 przestają się liczyć na żywo",przypisany,dokumentacja,normalny,,,,2024-03-07
0007166,Możliwość przesuwania symboli w legendzie przyłączy,nowy,dokumentacja,normalny,,,,2024-03-08
0007181,Nieoczekiwany błąd i runtime error podczas zmiany kolorów podłogi w dokumentacji,przypisany,dokumentacja,wysoki,,,,2024-03-13
0007235,Gęstość linii przerwyanych zmienia się wraz ze zmianą jej grubości lub skalą rysunki,przypisany,dokumentacja,niski,,,,2024-03-25
0007268,Możliwość dodania własnej czcionki w dokumentacji,nowy,dokumentacja,normalny,,,,2024-04-04
0007299,Kształt przy zapisywaniu jako symbol zmienia kolor wypełnienia,przypisany,dokumentacja,normalny,,,,2024-04-10
0007303,Przekroje w rysunku zbiorczym nie są widoczne na wygenerowanym PDF,przypisany,dokumentacja,wysoki,,,,2024-04-11
0007306,Brak podglądu grafiki wstawionej do dokumentacji,przypisany,dokumentacja,normalny,,,,2024-04-11
0007312,Brak możliwości globlalnej zmiany czcionek w dokumentacji dla bieżącej strony,przypisany,dokumentacja,normalny,,,,2024-04-11
0007341,Podczas zapisywania dokumentacji do pliku pdf program nie wybiera domyślnej ścieżki zapisu wybranej we wizualizacji.,przypisany,dokumentacja,wysoki,,,,2024-04-17
0007352,Nieprawidłowa lokalizacja kursora podczas edycji tekstu na dużym DPI,zawieszony,dokumentacja,normalny,,,,2024-04-19
0007421,W dokumentacji nie wczytuje się podgląd tabeli,przypisany,dokumentacja,normalny,,,,2024-05-14
0007422,Źle widozne teksty w programie,przypisany,dokumentacja,normalny,,,,2024-05-14
0007423,Poprawki w tłumaczeniu dokumentacji,przypisany,dokumentacja,normalny,,,,2024-05-14
0007433,Skosy nie są widoczne na kładach,przypisany,dokumentacja,pilny,,,,2024-05-17
0001642,Program zawiesza się przy wczytywaniu i zapisie projektu z bhatche,zwrócony,dot4cad,pilny,,,,2019-12-19
0002722,Wywołanie zamknięcia programu podczas wykonywania funkcji TRIM,przypisany,dot4cad,wysoki,,,,2020-09-28
0003134,"Dodatkowe ikony w programie: tworzenie elipsy, zaokrąglanie krawędzi, krojenie brył",nowy,dot4cad,żaden,,,,2021-03-12
0003198,Brak informacji o wykorzystaniu modułów innych firm,przypisany,dot4cad,normalny,,,,2021-04-12
0003201,Komunikat o błędzie przy próbie rejestracji licencji chowa się pod okienko Kodowanie,rozwiązany,dot4cad,normalny,,,,2021-04-13
0003373,Crash programu przy użyciu funkcji exportdwx,rozwiązany,dot4cad,wysoki,,,,2021-06-25
0003404,Symbole wstawiania do punktu pojawiają się w nowym projekcie,przypisany,dot4cad,niski,,,,2021-07-09
0003428,Brak pomieszczenia po zapisaniu zmian tylko w dokumentacji lub wizualizacji,przypisany,dot4cad,pilny,,,,2021-07-19
0003891,Rozgrupowanie elemntów po wykonaniu kopiowania,przypisany,dot4cad,normalny,,,,2021-12-15
0003998,"Po uruchomieniu programu zanim załadują się wszystkie pliki, pojawia się okno pustego projektu",rozwiązany,dot4cad,normalny,,,,2022-02-04
0004021,Nieprzetłumaczony wpis w oknie Kodowanie (wybór licencji),przypisany,dot4cad,niski,,,,2022-02-11
0004054,Crash programu podczas wydruku do pdfa ze środowiska CAD,przypisany,dot4cad,normalny,,,,2022-02-18
0004197,"Kreator ścian nie uruchamia się, jeśli w czasie jego ładowania klika się w obszar projektu",przypisany,dot4cad,normalny,,,,2022-04-06
0004321,Skróty klawiszowe mają przypisane inne polecenia względem .4CAD 6.6,rozwiązany,dot4cad,normalny,,,,2022-05-28
0004569,"Crash programu po użyciu funkcji ""wczytywanie pomieszczenia""",przypisany,dot4cad,wysoki,,,,2022-08-29
0004614,Początkowa/domyślna konfiguracja IntelliCAD-a dla profilu CAD Decor Pro jest inna względem .4CAD 6.,rozwiązany,dot4cad,wysoki,,,,2022-09-06
0004631,Czerwone punkty przy użyciu przyciągnia typu prostopadłość,przypisany,dot4cad,normalny,,,,2022-09-16
0004681,Nieprawidłowe zachowanie punktów przyciągania przy rysowaniu polilinią.,rozwiązany,dot4cad,pilny,,,,2022-09-30
0004726,Podczas ładowania projektu polecenia w commandbarze nakładają się na siebie.,przypisany,dot4cad,normalny,,,,2022-10-12
0004770,Crash programu po zapisie drugiego pliku .dwg.,przypisany,dot4cad,normalny,,,,2022-10-24
0004849,Zielona kreska wspomagające zamykanie figur z kątem prostym jest nieprecyzyjna,zwrócony,dot4cad,normalny,,,,2022-11-04
0005047,"Po zakończeniu opracji w CAD pozostają widoczne, zamrożone punkty przyciągania kursora SNAPy",przypisany,dot4cad,wysoki,,,,2022-12-16
0005068,Polska wersja językowa - błędy,przypisany,dot4cad,wysoki,,,,2022-12-23
0005074,Promień przy wstawianiu delikatnie się przesuwa,przypisany,dot4cad,normalny,,,,2022-12-23
0005132,problem z funkcją ads_draggen przy kliknięciu w ikony icad'a,przypisany,dot4cad,normalny,,,,2023-01-05
0005277,Rozszerzenie UI naszych programów bazujących na .4CAD o narzędzia rysowania siatek 3D,przypisany,dot4cad,wysoki,,,,2023-02-02
0005351,Każde polecenie w ICAD-zie 10.1 jest dodawane na stos undo,przypisany,dot4cad,normalny,,,,2023-02-10
0005408,Crash programu na starcie,przypisany,dot4cad,natychmiastowy,,,,2023-02-20
0005443,"Szafa wnękowa nie tworzy się, jeżeli przy ścianie jest inna linia",przypisany,dot4cad,wysoki,,,,2023-02-23
0005496,Możliwość przsunięcia ściany,przypisany,dot4cad,pilny,,,,2023-03-02
0005499,Eksport rysunku z dot4cad do pdf zawsze zapisuje cały rysunek,przypisany,dot4cad,normalny,,,,2023-03-02
0005508,Brak zaznaczenia punktu wstawienia modeli w nowej wersji Intelicada,przypisany,dot4cad,normalny,,,,2023-03-03
0005513,Brak zaznaczenia po przesunięciu poprzez Przeciągnij i upuść,przypisany,dot4cad,normalny,,,,2023-03-06
0005539,Nie działa element dowolny na podstawie ograiczonego obszaru narysowanego ścieżką,przypisany,dot4cad,normalny,,,,2023-03-09
0005572,Brak znacznika punktu przyciągania przy wstawianiu dodatków poprzez punkt i kąt.,przypisany,dot4cad,normalny,,,,2023-03-14
0005573,Niepoprawne zachowanie łuku ze ścieżki w UCS przestawionym na widok z boku,zwrócony,dot4cad,normalny,,,,2023-03-14
0005588,Not opened for read przy próbie usuwania szyku ze ścieżki,przypisany,dot4cad,normalny,,,,2023-03-16
0005593,Funkcja Przesuń... nie działa poprawnie na przestawionym UCS na widok z boku,przypisany,dot4cad,wysoki,,,,2023-03-16
0005638,Błąd podczas uruchamiania projektu,przypisany,dot4cad,normalny,,,,2023-03-23
0005704,Ścieżka zapisana w menu Ścieżku/pliki wraca do domyslnych po restarcie komputera,przypisany,dot4cad,normalny,,,,2023-04-06
0005725,Aktualizacja opisów pasków narzędzi i/lub menu,przypisany,dot4cad,niski,,,,2023-04-11
0005763,Brak możliwości pomniejszenia rysunku na Layout,przypisany,dot4cad,normalny,,,,2023-04-20
0005854,CrashHandler przy próbie uruchomieniu programu,przypisany,dot4cad,wysoki,,,,2023-05-10
0005871,Crash report pojawia się na zamknięcie lub uruchomienie programu,przypisany,dot4cad,wysoki,,,,2023-05-15
0005874,Crash handler podczas pracy w programie,zawieszony,dot4cad,pilny,,,,2023-05-15
0005983,CrashHandler na zminimalizowanym programie,przypisany,dot4cad,normalny,,,,2023-05-31
0005986,Różnica w polskich znakach w tej samej czcionce w wersji 3 i 4 programu,przypisany,dot4cad,pilny,,,,2023-05-31
0006164,"automatyczne przyciąganie ścieżki do poziomu ""0"" uniemożliwia jej prawidłowe zamknięcie komendą ""Zamknij""",przypisany,dot4cad,normalny,,,,2023-06-22
0006219,Po wejściu w wycenę pasek ładowania się zawiesza,przypisany,dot4cad,niski,,,,2023-07-04
0006321,Podczas wstawiania szafek w cadzie w losowych miejscach zostaje snap i nie znika,przypisany,dot4cad,normalny,,,,2023-07-28
0006387,"Ściana zapisana na innej warstwie, po ponownym włączeniu nie pojawia się",przypisany,dot4cad,wysoki,,,,2023-08-08
0006634,Problem z przekształceniem ścieżki za pomocą polecenia przekształć w łuk,przypisany,dot4cad,pilny,,,,2023-09-26
0006660,Rysowanie ścieżki pod zadany wymiar przestaje działać poprawnie,przypisany,dot4cad,wysoki,,,,2023-10-05
0006700,Linie rozjeżdżają się przy drukowaniu rysunku,przypisany,dot4cad,pilny,,,,2023-10-24
0006760,Krzyżyk na liniach podczas rysowania,zwrócony,dot4cad,niski,,,,2023-11-14
0006763,Instalacja dor4cada wyłacza explorer.exe,przypisany,dot4cad,pilny,,,,2023-11-15
0006860,Wymiarowanie od linii bazowej,nowy,dot4cad,normalny,,,,2023-12-05
0006954,Szybko znika menu zaczepienia,zwrócony,dot4cad,normalny,,,,2024-01-09
0006979,Odsunięcie punktów transformacji od elementu dowolnego,przypisany,dot4cad,normalny,,,,2024-01-16
0007111,"Problem z działaniem funkcji ""przekształć w łuk""",przypisany,dot4cad,normalny,,,,2024-02-23
0007151,"po wyborze widoku ""góra"" podgląd projektu nie obejmuje 100% zawartości",przypisany,dot4cad,normalny,,,,2024-03-07
0007187,Brak możliwości zaznaczenia obiektu znajdującego się w projekcie,nowy,dot4cad,normalny,,,,2024-03-14
0007198,Obrys drzwi lub okna można dowolnie przesuwać i obracać za pomocą niebieskich znaczników,przypisany,dot4cad,niski,,,,2024-03-15
0007292,Brak mozliwości rozciągnięcia polilinii w CADKuchniach v8,przypisany,dot4cad,normalny,,,,2024-04-10
0007329,W zmienionym widoku po UCS enter W enter nie rysuje się ścieżka o odpowiedniej dlugości.,przypisany,dot4cad,normalny,,,,2024-04-15
0007332,Reset menu nie przywraca domyślnych ustawień menu.,przypisany,dot4cad,wysoki,,,,2024-04-15
0007355,Duży kursor oraz znaczniki po zaznaczeniu obiektu przy ustawionym skalowaniu rozdzielczości,przypisany,dot4cad,wysoki,,,,2024-04-19
0007404,Błąd: Unexpected end of file. przy otwieraniu konkretnego projektu klienta,nowy,dot4cad,wysoki,,,,2024-05-09
0007405,Zmiana wartości MENUBAR na 0 przy odpalaniu programu,przypisany,dot4cad,normalny,,,,2024-05-09
0004316,Ukrycie niektórych ustawień szprosów łukowych,przypisany,drzwi i okna,normalny,,,,2022-05-26
0004695,zapis palety do drzwi,przypisany,drzwi i okna,normalny,,,,2022-10-05
0004761,Błąd wymiarów obiektu,przypisany,drzwi i okna,niski,,,,2022-10-21
0004866,Zbyt duży kąt otwarcia na oścież dla skrzydeł okien kątowych,przypisany,drzwi i okna,niski,,,,2022-11-08
0004878,Chwilowe zaznaczanie/odznaczanie checkbox'ów we właściwościach okien,przypisany,drzwi i okna,niski,,,,2022-11-10
0005012,brakuje wyłącznika palety kolorów okien i drzwi,przypisany,drzwi i okna,normalny,,,,2022-12-09
0005028,brakuje opcji centrowania w pionie/poziomie,przypisany,drzwi i okna,normalny,,,,2022-12-14
0005293,Skos przysłania wcześniej wstawione drzwi i okno,przypisany,drzwi i okna,normalny,,,,2023-02-03
0005314,Brak opcji wstawienia wentylacji po wybraniu drzwi bezprzylgowych,przypisany,drzwi i okna,normalny,,,,2023-02-07
0005315,Przy rozciąganiu pomieszczenia wstawione okna i drzwi ulegają przemieszczeniu na jednej ze ścian,nowy,drzwi i okna,normalny,,,,2023-02-07
0005335,moduł nie przyjmuje parametu wysokość okna gdy edytujemy jednocześnie położenie na ścianie,przypisany,drzwi i okna,normalny,,,,2023-02-09
0005336,Okno/drzwi wstawiane na 0 z sufitem generuje dodatkową płaszczyznę inaczej niż na podłodze,przypisany,drzwi i okna,normalny,,,,2023-02-09
0005359,"Opcja ""centruj"" dla położenia drzwi i okien",nowy,drzwi i okna,normalny,,,,2023-02-13
0005361,w drzwiach brakuje opcji zmiany głębokości osadzenia drzwi,przypisany,drzwi i okna,normalny,,,,2023-02-14
0005362,brakuje drzwi licowanych z zewnętrzną ścianą ale otwieranych do wewnątrz pomieszczenia,przypisany,drzwi i okna,normalny,,,,2023-02-14
0005447,okno dachowe z różnymi kątami połączenia ściana / sufit,nowy,drzwi i okna,normalny,,,,2023-02-23
0005451,Zmiana głębokości przyciskając przez chwilę + i - działa bardzo topornie,przypisany,drzwi i okna,normalny,,,,2023-02-24
0005454,Samoistna zmiana wysokości okna przy chwilowym przyciśnięciu + lub -,przypisany,drzwi i okna,normalny,,,,2023-02-24
0005522,Nie można wskazać strony ściany działowej w którą chcemy wstawic okno,przypisany,drzwi i okna,normalny,,,,2023-03-07
0005598,W edytorze ścian nie są widoczne nowe okna i drzwi na liście elementów dodatkowych,przypisany,drzwi i okna,normalny,,,,2023-03-16
0005670,Program ogranicza zrobienie szerszych ościeżnic niż 1200mm,przypisany,drzwi i okna,normalny,,,,2023-03-29
0005690,w modelu drzwi - przylgowe 2 -  niepoprawny podgląd wymiarów szerokości,przypisany,drzwi i okna,wysoki,,,,2023-04-04
0005781,Możliwość wstawienia drzwi o małej wysokości,nowy,drzwi i okna,normalny,,,,2023-04-24
0005823,Nazwa wyjeżdżająca poza przycisk,przypisany,drzwi i okna,normalny,,,,2023-05-04
0005919,brakuje modyfikacji okien  umożliwiającej tworzenie nietypowych okien trapezowych,nowy,drzwi i okna,normalny,,,,2023-05-24
0005920,"niedokładne działanie opcji ""przesuń 2 punkty""",przypisany,drzwi i okna,wysoki,,,,2023-05-24
0006039,Jedno z okien nie jest widoczne w wizualizacji,przypisany,drzwi i okna,normalny,,,,2023-06-06
0006055,Modele nie przesuwają się w wizualizacji jeśli przesuwam je za pomocą niebieskiego punktu,przypisany,drzwi i okna,normalny,,,,2023-06-07
0006179,"położenie na ścianie - duży skok przesunięcia podczas korzystania z przycisków ""-"", ""+""",przypisany,drzwi i okna,normalny,,,,2023-06-27
0006187,Crash programu podczas edycji drzwi i okien,przypisany,drzwi i okna,wysoki,,,,2023-06-28
0006213,ścianka działowa ze szkła,nowy,drzwi i okna,normalny,,,,2023-07-04
0006218,Zawieszenie się programu po edycji i wymiarowaniu drzwi w konkretnym projekcie,przypisany,drzwi i okna,wysoki,,,,2023-07-04
0006221,Okna konstrukcyjne tracą kolor w podglądzie po zmianie segmentów,przypisany,drzwi i okna,normalny,,,,2023-07-04
0006251,Modele klamek widoczne podczas wstawiania drzwi do projektu,przypisany,drzwi i okna,normalny,,,,2023-07-11
0006252,Brak nazwy dla koloru Klamka dodatek,przypisany,drzwi i okna,normalny,,,,2023-07-11
0006330,Nieprawidłowe położenie klamki z blokadą podczas otwierania drzwi na zewnątrz,przypisany,drzwi i okna,wysoki,,,,2023-08-01
0006377,Funkcja Dopasuj nie działa na szybach z nowego modułu Drzwi i okien,przypisany,drzwi i okna,normalny,,,,2023-08-07
0006783,"Ościeżnica ""Regulowana przylgowa / panel do sufitu"" zachowuje się niepoprawnie przy zmianie wysokości drzwi",przypisany,drzwi i okna,niski,,,,2023-11-20
0006786,brakuje możliwości zmiany wymiarów ościeżnic z częściami stałymi,nowy,drzwi i okna,normalny,,,,2023-11-21
0006791,Usunięta powierzchnia ściany po wstawieniu okna,przypisany,drzwi i okna,normalny,,,,2023-11-22
0006792,Dodanie parapetu z zaokrągleniem tylko z przodu,nowy,drzwi i okna,normalny,,,,2023-11-22
0006809,Kolor nakłada się na drzwi z obu stron przy drzwiach bezprzylgowych z ukrytą ościeżnicą,nowy,drzwi i okna,wysoki,,,,2023-11-28
0006904,Po zamknięciu/otwarciu drzwi znikają płytki ze ściany,przypisany,drzwi i okna,wysoki,,,,2023-12-15
0006938,Po edycji okna kąt nachylenia się zeruje,przypisany,drzwi i okna,normalny,,,,2024-01-02
0006988,Podczytywanie nazwy bazy z tłumaczeń,przypisany,drzwi i okna,normalny,,,,2024-01-19
0006994,Możliwość modyfikacji szprosów dla każdej szyby oddzielnie,nowy,drzwi i okna,normalny,,,,2024-01-22
0007103,Brak możliwości dodania szprosów w samych ościeżnicach z bocznym naświetleniem,nowy,drzwi i okna,normalny,,,,2024-02-21
0007104,Dodanie możliwości zmiany wymiarów samych ościeżnic,nowy,drzwi i okna,normalny,,,,2024-02-21
0007114,Źle narysowana ościeżnica do sufitu,przypisany,drzwi i okna,wysoki,,,,2024-02-26
0007122,Okna i drzwi na osobnej warstwie,nowy,drzwi i okna,normalny,,,,2024-02-29
0007128,"Drzwi ""Przylgowe 97"" wstawiają się bez klamki i zawiasów",przypisany,drzwi i okna,normalny,,,,2024-02-29
0007197,"Model drzwi ""szklane 1"" wyświetla sie nieprawidłowo",przypisany,drzwi i okna,niski,,,,2024-03-15
0007325,Nieprawidłowe podglądy drzwi z wentylacją z bazy LM,przypisany,drzwi i okna,normalny,,,,2024-04-12
0007333,"Brak zakładki ""Materiały"" dla niektórych drzwi z bazy LM/OBI",przypisany,drzwi i okna,normalny,,,,2024-04-15
0007408,brak tolerancji wysokości wnęki pod oknem co powoduje w specyficznych przypadkach przenikanie powierzchni,przypisany,drzwi i okna,normalny,,,,2024-05-10
0007420,Zmiana klamki po zmianie zakładki drzwi/okna,przypisany,drzwi i okna,niski,,,,2024-05-13
0005046,Usunięcie instalki pozostawia pusty folder po bazie.,przypisany,Dystrybutor baz,normalny,,,,2022-12-16
0007207,Brak możliwości skopiowania bazy do instalki DE,przypisany,Dystrybutor baz,normalny,,,,2024-03-18
0003117,Zablokowana możliwość wpisywania ceny netto podczas dodawania płytek do BU,nowy,edytor bazy płytek,normalny,,,,2021-03-08
0003466,"fugi brokatowe, transparentne i metaliczne",nowy,edytor bazy płytek,normalny,,,,2021-07-27
0004471,"Automatyczne wypełnienie pól cen, podatku, wagi i ilość szt. w opakowaniu jedynkami zamiast zerami",nowy,edytor bazy płytek,wysoki,,,,2022-08-02
0005310,"nie można zamknąć edytora - ""zawieszenie programu""",zwrócony,edytor bazy płytek,wysoki,,,,2023-02-06
0006351,używanie z uprawnieniami administracyjnymi przez serwer licencji,przypisany,edytor bazy płytek,wysoki,,,,2023-08-02
0006455,Edytor płytek zmienia kolorystykę płytki przy wysokiej głębi bitowej,przypisany,edytor bazy płytek,wysoki,,,,2023-08-24
0007046,Brakuje powiązania domyślnej ceny netto z ceną końcową netto i brutto,przypisany,edytor bazy płytek,normalny,,,,2024-02-08
0007186,AccessViolation przy próbie utworzenia kopii fugi,przypisany,edytor bazy płytek,niski,,,,2024-03-14
0007232,Nie działa opcja eksportuj bazę danych płytek użytkownika,przypisany,edytor bazy płytek,normalny,,,,2024-03-25
0007233,Wyszarzona opcja importuj/eksportuj bazę danych płytek z gotowych baz,przypisany,edytor bazy płytek,normalny,,,,2024-03-25
0001427,Błąd przy wstawianiu okna w ścianę,przypisany,edytor ścian,normalny,,,,2019-11-13
0001469,Ściana we wizualziacji znajduje się w innym miejscu niż w środowisku,nowy,edytor ścian,normalny,,,,2019-11-20
0001746,Ściana działowa wstawiana w edytorze ścian nie przystaje do ściany nośnej lub nie jest do niej prostopadła,przypisany,edytor ścian,normalny,,,,2020-01-22
0002132,Błędne opisy wartości dla parametrów wartości skosu,przypisany,edytor ścian,normalny,,,,2020-04-21
0002534,Zmiana koordynatów obiektów z edytora ścian nie zmienia położenia obiektu w wizualizacji,przypisany,edytor ścian,normalny,,,,2020-08-04
0002565,Górna część skosu widoczna w wizualizacji,nowy,edytor ścian,normalny,,,,2020-08-07
0002685,"Błędnie wyrysowane ""Dodatki"" z funkcji ""Edycja elementów ścian""",zawieszony,edytor ścian,niski,,,,2020-09-15
0003305,CAD Share-it przestaje odpowiadać na konkretnym koncie,rozwiązany,edytor ścian,natychmiastowy,,,,2021-05-21
0005032,Niepoprawna generacja ścian gdy w linni ściany jest wąski występ występ,przypisany,edytor ścian,normalny,,,,2022-12-14
0006588,"Komunikat ""wskazany element nie jest polilinią"" podczas tworzenia ścian",przypisany,edytor ścian,normalny,,,,2023-09-11
0006833,Jedna ze ścian rysowanych na podstawie ścieżki nie tworzy się,przypisany,edytor ścian,wysoki,,,,2023-11-30
0007365,Błędy SDS i brak możliwości wstawienia okien i drzwi na konkretnym projekcie,przypisany,edytor ścian,pilny,,,,2024-04-23
0000185,"SUGESTIE - Szafki, blaty",nowy,edytor szafek bazy kuchennej,normalny,,,,2018-12-05
0003057,niepoprawne skalowanie frontów,przypisany,edytor szafek bazy kuchennej,normalny,,,,2021-02-09
0003257,Po przypisaniu szafki WGK-3.2 L do innych zestawów szafka wstawia się bez frontu z lewitującym uchwytem,przypisany,edytor szafek bazy kuchennej,normalny,,,,2021-05-04
0003978,zmiana szer. szafki poniżej 220mm powoduje zniekształcanie się frontów w modelach kuchni z frezowanymi uchwytami,przypisany,edytor szafek bazy kuchennej,normalny,,,,2022-01-31
0004169,brakuje dodatkowej warstwy - plecy,przypisany,edytor szafek bazy kuchennej,normalny,,,,2022-04-05
0004445,Firma ZAJC proponowane zmiany w edytorze szafek,przypisany,edytor szafek bazy kuchennej,normalny,,,,2022-07-19
0005093,"Przycisk ""Pokazuj tylko szafki podstawowe"" jako jedyny jest wyszarzony po jego naciśnięciu",przypisany,edytor szafek bazy kuchennej,normalny,,,,2022-12-29
0005099,Brak podglądów uchwytów w oknie Wstawiania szafek,nowy,edytor szafek bazy kuchennej,normalny,,,,2022-12-29
0005193,"W okienku ""Wstawianie szafek"" brakuje zakładki z możliwością ""mieszania"" zestawami kuchni",nowy,edytor szafek bazy kuchennej,normalny,,,,2023-01-18
0000183,SUGESTIE - Edytor szafek,nowy,edytor szafek użytkownika,normalny,,,,2018-12-05
0002709,Niepoprawne skalowanie frontu DOMINO przy konkretnych wymairach,przypisany,edytor szafek użytkownika,wysoki,,,,2020-09-21
0003069,Fronty szafek z ramiakami mają różne wymiary,przypisany,edytor szafek użytkownika,normalny,,,,2021-02-10
0003133,Edytor frontów kuchennych i uchwytów,nowy,edytor szafek użytkownika,żaden,,,,2021-03-12
0003335,brakuje pozycji - element maskujący,nowy,edytor szafek użytkownika,normalny,,,,2021-06-01
0003380,brakuje opcji import/eksport szafek z BU,nowy,edytor szafek użytkownika,normalny,,,,2021-07-02
0003422,Zawieszenie programu i otwieranie innych modułów przy zminimalizowanym Edytorze szafek użytkownika,przypisany,edytor szafek użytkownika,normalny,,,,2021-07-14
